question,tags,document
What are the benefits of shallow learning?,neural-networks,c8033028
Are shallow learning methods outdated?,neural-networks,c8033028
How can shallow learning outperform deep learning?,neural-networks,c8033028
What is publication bias?,neural-networks,c8033028
How does traditional cross-validation differ from time series cross-validation?,time-series|cross-validation|neural-networks|finance,13068582
What is rolling forecast origin approach used for in time series data?,time-series|cross-validation|neural-networks|finance,13068582
Why is the direct equivalent of k-fold cross-validation not applicable to time series data?,time-series|cross-validation|neural-networks|finance,13068582
What are the advantages of using rolling forecast origin approach over traditional cross-validation in time series?,time-series|cross-validation|neural-networks|finance,13068582
Is performance on last fold of rolling forecast origin approach more relevant?,time-series|cross-validation|neural-networks|finance,13068582
What is activation in neural networks?,neural-networks,487f69cd
What is the purpose of an activation function?,neural-networks,487f69cd
What is the state of a neuron?,neural-networks,487f69cd
How is the activation value calculated?,neural-networks,487f69cd
Which part of a neural network has activation values?,neural-networks,487f69cd
How does the choice of activation function impact a networs behaviour?,neural-networks,0ff79b90
Do activation functions and network configuration interact?,neural-networks,0ff79b90
What factors need to be readjusted when changing the activation function?,neural-networks,0ff79b90
How does ReLU affect a shallow networs performance?,neural-networks,0ff79b90
What is the relationship between activation functions and initialization methods?,neural-networks,0ff79b90
What are covariant objects?,machine-learning|neural-networks|gradient-descent|derivative|matrix-calculus,0047e614
What are contravariant objects?,machine-learning|neural-networks|gradient-descent|derivative|matrix-calculus,0047e614
How does the multiplication rule apply to covariant and contravariant objects?,machine-learning|neural-networks|gradient-descent|derivative|matrix-calculus,0047e614
What are the covariance/contravariance properties of a Jacobian matrix?,machine-learning|neural-networks|gradient-descent|derivative|matrix-calculus,0047e614
What is important to keep in mind when working with non-standard operations in matrix calculus?,machine-learning|neural-networks|gradient-descent|derivative|matrix-calculus,0047e614
Why does torchvision.models.resnet18 not use softmax?,neural-networks|classification|image-processing|softmax|torch,e5bf87b9
What is the difference between torch.nn.CrossEntropyLoss and torch.nn.Softmax?,neural-networks|classification|image-processing|softmax|torch,e5bf87b9
When should I use torch.nn.CrossEntropyLoss?,neural-networks|classification|image-processing|softmax|torch,e5bf87b9
When should I add a separate softmax layer?,neural-networks|classification|image-processing|softmax|torch,e5bf87b9
What are the advantages of using torch.nn.CrossEntropyLoss over adding a softmax layer?,neural-networks|classification|image-processing|softmax|torch,e5bf87b9
Can ANNs be referred to as Statistical learning?,machine-learning|neural-networks|terminology|academia,c06e9599
What fields are neural networks related to?,machine-learning|neural-networks|terminology|academia,c06e9599
Why is the classification of ANNs debated?,machine-learning|neural-networks|terminology|academia,c06e9599
What is the most common classification of ANNs?,machine-learning|neural-networks|terminology|academia,c06e9599
How are neural networks applied in practice?,machine-learning|neural-networks|terminology|academia,c06e9599
Why do attention models need a maximum sentence length?,neural-networks|natural-language|recurrent-neural-network|attention,d0c1217b
How do attention mechanisms calculate weights?,neural-networks|natural-language|recurrent-neural-network|attention,d0c1217b
What is the peculiarity of the tutorias attention mechanism?,neural-networks|natural-language|recurrent-neural-network|attention,d0c1217b
Why do attention mechanisms require more training data?,neural-networks|natural-language|recurrent-neural-network|attention,d0c1217b
How does the two-stage attention mechanism improve efficiency?,neural-networks|natural-language|recurrent-neural-network|attention,d0c1217b
What is convolution?,neural-networks|convolutional-neural-network|tensorflow,745f1d83
What is the purpose of convolution?,neural-networks|convolutional-neural-network|tensorflow,745f1d83
What is the difference between strided and non-strided convolution?,neural-networks|convolutional-neural-network|tensorflow,745f1d83
What is the effect of varying the stride?,neural-networks|convolutional-neural-network|tensorflow,745f1d83
Why is strided convolution useful?,neural-networks|convolutional-neural-network|tensorflow,745f1d83
How does the algorithm handle imbalanced datasets?,classification|neural-networks|unbalanced-classes,92cbee8a
What is the role of L1 in the algorithm?,classification|neural-networks|unbalanced-classes,92cbee8a
How is L2 trained differently from L1?,classification|neural-networks|unbalanced-classes,92cbee8a
What makes L3 different from L1 and L2?,classification|neural-networks|unbalanced-classes,92cbee8a
What is the theoretical basis for the algoriths effectiveness?,classification|neural-networks|unbalanced-classes,92cbee8a
What is the purpose of similarity loss in Siamese networks?,neural-networks|loss-functions|siamese,8b884d30
What is dissimilarity loss used for in Siamese networks?,neural-networks|loss-functions|siamese,8b884d30
How does the margin parameter work in Siamese networks?,neural-networks|loss-functions|siamese,8b884d30
What is the main benefit of margin in Siamese networks?,neural-networks|loss-functions|siamese,8b884d30
Why is optimizing embedding of difficult data points important in Siamese networks?,neural-networks|loss-functions|siamese,8b884d30
When should the last mini-batch be smaller?,neural-networks|deep-learning|gradient-descent,463d8fcb
What is an epoch?,neural-networks|deep-learning|gradient-descent,463d8fcb
How can minibatches be sampled randomly?,neural-networks|deep-learning|gradient-descent,463d8fcb
What is the use of the modulo operation in minibatching?,neural-networks|deep-learning|gradient-descent,463d8fcb
Is the method used to handle minibatches critical for model performance?,neural-networks|deep-learning|gradient-descent,463d8fcb
What custom interpretation of a machine learning model did the author present?,r|neural-networks,058684b7
How can I verify the accuracy of the custom interpretation?,r|neural-networks,058684b7
What R package can I use to visualize a neural network model?,r|neural-networks,058684b7
What are the limitations of the R neuralnet package?,r|neural-networks,058684b7
How can I use a spreadsheet to compare predictions from different models?,r|neural-networks,058684b7
How to handle missing features in non-fixed-length sequential data?,machine-learning|neural-networks|sequential-pattern-mining,6a6d37ab
What feature engineering techniques are useful for time-series data classification?,machine-learning|neural-networks|sequential-pattern-mining,6a6d37ab
Why is random sampling of data for testing inappropriate in time series data?,machine-learning|neural-networks|sequential-pattern-mining,6a6d37ab
How to prevent bias in the training set when working with time series data?,machine-learning|neural-networks|sequential-pattern-mining,6a6d37ab
When can RNNs be beneficial for time series data classification?,machine-learning|neural-networks|sequential-pattern-mining,6a6d37ab
What is the formula for calculating the receptive field size of a stack of dilated convolutions?,machine-learning|neural-networks|deep-learning|convolution,214e1a5d
